06A01C,A7HJJ,Qatar Amiri Flight,Airbus A330-202,2020/09/13,05:15:12,41.25161,-69.25076,,https://globe.adsbexchange.com/?icao=06A01C&showTrace=2020-09-13
894060,A9CBRN,Bahrain Amiri Flight,Gulfstream Aerospace G550,2020/09/13,17:30:24,42.83383,-69.49173,,https://globe.adsbexchange.com/?icao=894060&showTrace=2020-09-13
896264,A6ALN,Abu Dhabi Amiri Flight,Boeing 777-2ANER,2020/09/13,09:12:39,40.84882,-69.42621,AUH03,https://globe.adsbexchange.com/?icao=896264&showTrace=2020-09-13
