0A400B,7TVPG,Government of Algeria,Gulfstream Aerospace GV,2020/12/07,21:39:57,40.42268,-71.05725,,https://globe.adsbexchange.com/?icao=0A400B&showTrace=2020-12-07
4243E4,VQBMZ,Government of Jordan,Gulfstream Aerospace G650,2020/12/07,23:51:39,40.50659,-71.05554,RJA950,https://globe.adsbexchange.com/?icao=4243E4&showTrace=2020-12-07
